Player,Year,MP,G,MPG,Pos,Age,Tm,PER,USG%,VORP,BPM,PTS,AST,TRB,is_rotation_player
Enes Kanter,2012.0,874.0,66.0,13.242424242424242,C,19.0,UTA,14.5,17.3,-0.6,-4.7,304.0,8.0,278.0,1
D.J. Kennedy,2012.0,59.0,2.0,29.5,SF,22.0,CLE,4.7,12.1,-0.1,-5.6,12.0,3.0,7.0,1
Brandon Knight,2012.0,2129.0,66.0,32.25757575757576,PG,20.0,DET,11.7,21.7,0.0,-1.9,847.0,251.0,211.0,1
Malcolm Lee,2012.0,243.0,19.0,12.789473684210526,SG,21.0,MIN,9.3,15.3,-0.1,-3.0,62.0,31.0,26.0,1
Kawhi Leonard,2012.0,1534.0,64.0,23.96875,SF,20.0,SAS,16.6,14.5,2.4,4.3,507.0,70.0,327.0,1
Travis Leslie,2012.0,45.0,10.0,4.5,SG,21.0,LAC,14.6,20.5,0.0,-0.2,14.0,5.0,9.0,0
Jon Leuer,2012.0,555.0,46.0,12.065217391304348,PF,22.0,MIL,15.3,17.6,0.1,-1.4,218.0,25.0,120.0,0
DeAndre Liggins,2012.0,115.0,17.0,6.764705882352941,SF,23.0,ORL,8.9,17.7,-0.1,-4.4,33.0,5.0,15.0,0
Shelvin Mack,2012.0,779.0,64.0,12.171875,PG,21.0,WAS,11.9,16.9,-0.4,-3.9,230.0,131.0,92.0,1
Vernon Macklin,2012.0,135.0,23.0,5.869565217391305,C,25.0,DET,18.2,15.1,0.0,-0.6,46.0,5.0,34.0,0
E'Twaun Moore,2012.0,331.0,38.0,8.710526315789474,PG,22.0,BOS,8.8,19.9,-0.1,-3.5,110.0,34.0,33.0,1
Darius Morris,2012.0,169.0,19.0,8.894736842105264,PG,21.0,LAL,5.2,17.6,-0.3,-8.1,46.0,21.0,16.0,0
Marcus Morris,2012.0,126.0,17.0,7.411764705882353,PF,22.0,HOU,3.8,22.2,-0.3,-10.0,40.0,3.0,16.0,1
Markieff Morris,2012.0,1227.0,63.0,19.476190476190474,PF,22.0,PHO,12.1,20.4,0.4,-0.6,467.0,65.0,279.0,1
Daniel Orton,2012.0,187.0,16.0,11.6875,PF,21.0,ORL,12.7,12.0,0.2,1.2,45.0,5.0,39.0,0
Jeremy Pargo,2012.0,424.0,44.0,9.636363636363637,PG,25.0,MEM,4.4,22.2,-0.6,-7.7,126.0,55.0,37.0,1
Chandler Parsons,2012.0,1804.0,63.0,28.634920634920636,SF,23.0,HOU,13.3,16.7,1.7,1.7,599.0,134.0,300.0,1
Ryan Reid,2012.0,17.0,5.0,3.4,PF,25.0,OKC,17.6,16.0,0.0,-5.5,8.0,0.0,2.0,0
Ricky Rubio,2012.0,1404.0,41.0,34.24390243902439,PG,21.0,MIN,14.6,18.7,1.0,0.9,436.0,336.0,171.0,1
Josh Selby,2012.0,237.0,28.0,8.464285714285714,PG,20.0,MEM,3.3,20.5,-0.5,-9.8,63.0,30.0,15.0,0
Iman Shumpert,2012.0,1705.0,59.0,28.89830508474576,PG,21.0,NYK,10.8,18.2,0.9,0.1,563.0,164.0,186.0,1
Xavier Silas,2012.0,39.0,2.0,19.5,SG,24.0,PHI,0.1,23.3,-0.1,-10.5,11.0,3.0,4.0,1
Chris Singleton,2012.0,1431.0,66.0,21.681818181818183,SF,22.0,WAS,8.3,11.5,0.4,-1.0,306.0,49.0,233.0,1
Donald Sloan,2012.0,669.0,33.0,20.272727272727273,PG,24.0,TOT,8.9,17.6,-0.7,-6.0,183.0,105.0,67.0,1
Donald Sloan,2012.0,20.0,5.0,4.0,PG,24.0,ATL,11.6,23.5,0.0,-2.0,6.0,5.0,5.0,1
Donald Sloan,2012.0,41.0,3.0,13.666666666666666,PG,24.0,NOH,8.0,23.9,-0.1,-7.8,12.0,8.0,3.0,1
Donald Sloan,2012.0,608.0,25.0,24.32,PG,24.0,CLE,8.9,17.0,-0.6,-6.0,165.0,92.0,59.0,1
Jerry Smith,2012.0,46.0,5.0,9.2,PG,24.0,NJN,7.8,13.9,0.0,-1.7,7.0,4.0,7.0,0
Nolan Smith,2012.0,541.0,44.0,12.295454545454545,PG,23.0,POR,7.8,19.8,-0.5,-5.4,167.0,62.0,56.0,0
Greg Stiemsma,2012.0,766.0,55.0,13.927272727272728,C,26.0,BOS,13.6,10.8,1.2,4.5,161.0,28.0,177.0,1
Julyan Stone,2012.0,179.0,22.0,8.136363636363637,SG,23.0,DEN,13.0,11.7,0.1,-0.2,36.0,37.0,25.0,0
Isaiah Thomas,2012.0,1656.0,65.0,25.476923076923075,PG,22.0,SAC,17.6,19.8,1.1,0.5,749.0,266.0,168.0,1
Lance Thomas,2012.0,630.0,42.0,15.0,PF,23.0,NOH,10.1,13.3,-0.3,-3.6,166.0,12.0,126.0,1
Malcolm Thomas,2012.0,15.0,3.0,5.0,PF,23.0,SAS,7.1,11.8,0.0,-2.1,1.0,1.0,3.0,0
Trey Thompkins,2012.0,119.0,24.0,4.958333333333333,C,21.0,LAC,12.0,27.2,-0.2,-8.9,57.0,3.0,24.0,0
Klay Thompson,2012.0,1608.0,66.0,24.363636363636363,SG,21.0,GSW,14.9,24.7,0.1,-1.9,826.0,133.0,161.0,1
Mychel Thompson,2012.0,95.0,5.0,19.0,SG,23.0,CLE,2.2,13.7,-0.2,-8.3,18.0,7.0,5.0,1
Tristan Thompson,2012.0,1424.0,60.0,23.733333333333334,PF,20.0,CLE,13.3,19.2,-0.8,-4.2,494.0,27.0,389.0,1
Jeremy Tyler,2012.0,568.0,42.0,13.523809523809524,C,20.0,GSW,10.4,21.8,-0.7,-7.0,205.0,16.0,140.0,0
Edwin Ubiles,2012.0,52.0,4.0,13.0,SF,25.0,WAS,7.3,17.5,-0.1,-8.8,14.0,1.0,10.0,0
Jan Vesely,2012.0,1078.0,57.0,18.912280701754387,PF,21.0,WAS,11.5,12.7,0.5,-0.2,267.0,47.0,249.0,1
Nikola Vucevic,2012.0,812.0,51.0,15.92156862745098,C,21.0,PHI,14.3,19.6,0.0,-2.1,283.0,31.0,246.0,1
Kemba Walker,2012.0,1792.0,66.0,27.151515151515152,PG,21.0,CHA,14.9,25.2,0.3,-1.2,799.0,289.0,234.0,1
Derrick Williams,2012.0,1418.0,66.0,21.484848484848484,PF,20.0,MIN,12.9,20.7,-0.4,-3.1,583.0,38.0,311.0,1
Elliot Williams,2012.0,149.0,24.0,6.208333333333333,SG,22.0,POR,18.8,26.7,0.0,-1.4,88.0,6.0,19.0,1
Jordan Williams,2012.0,635.0,43.0,14.767441860465116,C,21.0,NJN,14.5,14.7,-0.2,-3.1,197.0,11.0,156.0,0
Chris Wright,2012.0,186.0,24.0,7.75,SF,23.0,GSW,18.6,16.5,0.1,-0.6,70.0,4.0,45.0,1
Quincy Acy,2013.0,342.0,29.0,11.793103448275861,PF,22.0,TOR,15.9,14.7,0.2,0.7,116.0,11.0,77.0,0
Josh Akognon,2013.0,9.0,3.0,3.0,PG,26.0,DAL,15.3,20.3,0.0,-0.2,5.0,1.0,1.0,0
Harrison Barnes,2013.0,2058.0,81.0,25.40740740740741,SF,20.0,GSW,11.0,17.7,-0.2,-2.4,748.0,98.0,333.0,1
Will Barton,2013.0,894.0,73.0,12.246575342465754,SG,22.0,POR,9.1,20.4,-0.8,-5.7,295.0,58.0,145.0,1
Aron Baynes,2013.0,141.0,16.0,8.8125,C,26.0,SAS,8.8,17.1,-0.1,-4.3,43.0,5.0,32.0,1
Kent Bazemore,2013.0,267.0,61.0,4.377049180327869,SG,23.0,GSW,11.3,25.7,-0.2,-4.9,123.0,22.0,22.0,0
Bradley Beal,2013.0,1745.0,56.0,31.160714285714285,SG,19.0,WAS,13.6,22.2,0.9,-0.1,780.0,137.0,211.0,1
Patrick Beverley,2013.0,713.0,41.0,17.390243902439025,PG,24.0,HOU,15.4,15.4,1.0,3.4,228.0,117.0,109.0,1
Victor Claver,2013.0,812.0,49.0,16.571428571428573,SF,24.0,POR,7.0,13.9,-0.3,-3.3,187.0,43.0,119.0,1
Chris Copeland,2013.0,862.0,56.0,15.392857142857142,PF,28.0,NYK,16.8,25.3,-0.1,-2.2,486.0,27.0,119.0,1
Jae Crowder,2013.0,1353.0,78.0,17.346153846153847,SF,22.0,DAL,10.2,15.1,0.5,-0.5,392.0,94.0,187.0,1
Jared Cunningham,2013.0,26.0,8.0,3.25,SG,21.0,DAL,14.8,29.6,0.0,-6.3,16.0,1.0,3.0,0
Anthony Davis,2013.0,1846.0,64.0,28.84375,PF,19.0,NOH,21.7,21.8,2.0,2.3,867.0,63.0,522.0,1
Nando De,2013.0,920.0,72.0,12.777777777777779,SG,25.0,SAS,11.1,17.1,0.2,-1.0,276.0,138.0,138.0,0
