Player,Year,MP,G,MPG,Pos,Age,Tm,PER,USG%,VORP,BPM,PTS,AST,TRB,is_rotation_player
Patricio Garino,2017.0,43.0,5.0,8.6,SG,23.0,ORL,-9.2,10.2,-0.2,-17.3,0.0,0.0,7.0,0
Michael Gbinije,2017.0,32.0,9.0,3.5555555555555554,SG,24.0,DET,-2.1,15.0,-0.1,-10.4,4.0,2.0,3.0,0
Marcus Georges-Hunt,2017.0,48.0,5.0,9.6,SG,22.0,ORL,10.2,12.3,0.0,-4.7,14.0,3.0,9.0,0
Jonathan Gibson,2017.0,231.0,17.0,13.588235294117647,PG,29.0,DAL,9.5,26.3,-0.2,-5.5,106.0,26.0,22.0,0
Treveon Graham,2017.0,189.0,27.0,7.0,SG,23.0,CHO,10.6,11.8,0.0,-2.8,57.0,6.0,22.0,0
A.J. Hammons,2017.0,163.0,22.0,7.409090909090909,C,24.0,DAL,8.4,17.6,-0.1,-5.6,48.0,4.0,36.0,0
Andrew Harrison,2017.0,1474.0,72.0,20.47222222222222,PG,22.0,MEM,8.7,16.4,-0.2,-2.5,425.0,198.0,136.0,1
Juan Hernangomez,2017.0,842.0,62.0,13.580645161290322,PF,21.0,DEN,13.3,14.6,0.1,-1.3,305.0,29.0,187.0,0
Willy Hernangomez,2017.0,1324.0,72.0,18.38888888888889,C,22.0,NYK,18.9,20.3,0.7,0.0,587.0,96.0,502.0,1
Buddy Hield,2017.0,1888.0,82.0,23.024390243902438,SG,23.0,TOT,11.8,21.4,-0.4,-2.8,866.0,121.0,269.0,1
Buddy Hield,2017.0,1161.0,57.0,20.36842105263158,SG,23.0,NOP,9.9,20.4,-0.5,-3.6,488.0,77.0,166.0,1
Buddy Hield,2017.0,727.0,25.0,29.08,SG,23.0,SAC,14.9,22.9,0.1,-1.5,378.0,44.0,103.0,1
Danuel House,2017.0,1.0,1.0,1.0,SG,23.0,WAS,12.2,0.0,0.0,-20.8,0.0,0.0,1.0,0
Brandon Ingram,2017.0,2279.0,79.0,28.848101265822784,SF,19.0,LAL,8.5,16.8,-1.1,-3.8,740.0,166.0,317.0,1
Demetrius Jackson,2017.0,17.0,5.0,3.4,PG,22.0,BOS,30.8,17.3,0.0,6.4,10.0,3.0,4.0,0
Pierre Jackson,2017.0,84.0,8.0,10.5,PG,25.0,DAL,13.0,25.3,-0.1,-4.4,35.0,19.0,9.0,0
Brice Johnson,2017.0,9.0,3.0,3.0,PF,22.0,LAC,17.2,39.8,0.0,1.3,4.0,1.0,3.0,0
Damian Jones,2017.0,85.0,10.0,8.5,C,21.0,GSW,5.3,13.4,-0.2,-9.6,19.0,0.0,23.0,0
Derrick Jones,2017.0,545.0,32.0,17.03125,SF,19.0,PHO,12.0,11.7,0.1,-1.1,168.0,12.0,79.0,1
Mindaugas Kuzminskas,2017.0,1016.0,68.0,14.941176470588236,SF,27.0,NYK,12.4,19.2,-0.2,-2.7,425.0,69.0,126.0,0
Skal Labissiere,2017.0,612.0,33.0,18.545454545454547,PF,20.0,SAC,16.8,21.3,-0.1,-2.6,289.0,27.0,162.0,1
Nicolas Laprovittola,2017.0,174.0,18.0,9.666666666666666,PG,27.0,SAS,8.4,18.2,-0.1,-4.9,59.0,28.0,10.0,0
Jake Layman,2017.0,249.0,35.0,7.114285714285714,SF,22.0,POR,4.9,19.0,-0.3,-7.4,78.0,11.0,24.0,0
Caris LeVert,2017.0,1237.0,57.0,21.70175438596491,SF,22.0,BRK,12.2,16.6,0.3,-1.1,468.0,110.0,188.0,1
Shawn Long,2017.0,234.0,18.0,13.0,C,24.0,PHI,24.1,25.4,0.3,3.4,148.0,13.0,85.0,0
Timothe Luwawu-Cabarrot,2017.0,1190.0,69.0,17.246376811594203,SF,21.0,PHI,8.5,17.8,-0.6,-4.0,445.0,75.0,149.0,1
Thon Maker,2017.0,562.0,57.0,9.859649122807017,C,19.0,MIL,14.0,17.8,0.1,-1.5,226.0,23.0,114.0,0
Patrick McCaw,2017.0,1074.0,71.0,15.126760563380282,SG,21.0,GSW,8.6,11.9,0.1,-1.7,282.0,77.0,101.0,1
Sheldon McClellan,2017.0,287.0,30.0,9.566666666666666,SG,24.0,WAS,10.1,14.0,-0.1,-3.6,90.0,15.0,34.0,0
Rodney McGruder,2017.0,1966.0,78.0,25.205128205128204,SG,25.0,MIA,9.1,12.3,0.8,-0.4,497.0,124.0,257.0,1
Dejounte Murray,2017.0,322.0,38.0,8.473684210526315,PG,20.0,SAS,9.6,23.5,-0.2,-4.8,130.0,48.0,42.0,0
Jamal Murray,2017.0,1764.0,82.0,21.51219512195122,SG,19.0,DEN,11.9,21.6,-0.3,-2.6,811.0,170.0,214.0,1
Maurice Ndour,2017.0,331.0,32.0,10.34375,PF,24.0,NYK,11.3,14.3,-0.1,-3.8,98.0,8.0,64.0,0
Georges Niang,2017.0,93.0,23.0,4.043478260869565,PF,23.0,IND,0.1,20.2,-0.2,-12.1,21.0,5.0,17.0,0
David Nwaba,2017.0,397.0,20.0,19.85,SG,24.0,LAL,12.1,11.8,0.0,-2.0,120.0,14.0,62.0,1
Daniel Ochefu,2017.0,75.0,19.0,3.9473684210526314,C,23.0,WAS,6.6,18.0,-0.1,-8.4,24.0,3.0,22.0,0
Chinanu Onuaku,2017.0,52.0,5.0,10.4,C,20.0,HOU,12.3,10.4,0.0,-0.6,14.0,3.0,10.0,0
Georgios Papagiannis,2017.0,355.0,22.0,16.136363636363637,C,19.0,SAC,12.7,16.9,-0.1,-2.7,124.0,20.0,86.0,1
Gary Payton,2017.0,99.0,6.0,16.5,PG,24.0,MIL,4.5,15.8,-0.1,-6.7,20.0,13.0,12.0,1
Marshall Plumlee,2017.0,170.0,21.0,8.095238095238095,C,24.0,NYK,10.9,12.8,0.0,-2.8,40.0,10.0,51.0,0
Jakob Poeltl,2017.0,626.0,54.0,11.592592592592593,C,21.0,TOR,12.2,12.1,0.2,-0.7,165.0,12.0,165.0,0
Alex Poythress,2017.0,157.0,6.0,26.166666666666668,PF,23.0,PHI,13.2,16.9,0.0,-2.5,64.0,5.0,29.0,1
Tim Quarterman,2017.0,80.0,16.0,5.0,SG,22.0,POR,10.2,22.8,-0.1,-4.8,31.0,11.0,14.0,0
Chasson Randle,2017.0,299.0,26.0,11.5,PG,23.0,TOT,13.6,19.7,0.0,-2.6,137.0,34.0,32.0,0
Chasson Randle,2017.0,74.0,8.0,9.25,PG,23.0,PHI,17.7,20.1,0.0,-0.1,42.0,6.0,5.0,0
Chasson Randle,2017.0,225.0,18.0,12.5,PG,23.0,NYK,12.3,19.6,-0.1,-3.4,95.0,28.0,27.0,0
Malachi Richardson,2017.0,198.0,22.0,9.0,SG,21.0,SAC,9.6,19.3,-0.2,-5.5,79.0,11.0,23.0,0
Domantas Sabonis,2017.0,1632.0,81.0,20.14814814814815,PF,20.0,OKC,6.9,15.4,-1.2,-4.9,479.0,82.0,287.0,1
Dario Saric,2017.0,2129.0,81.0,26.28395061728395,PF,22.0,PHI,12.8,24.6,-0.1,-2.2,1040.0,182.0,513.0,1
Tomas Satoransky,2017.0,719.0,57.0,12.614035087719298,SG,25.0,WAS,8.5,12.1,-0.2,-3.1,154.0,92.0,83.0,0
Wayne Selden,2017.0,236.0,14.0,16.857142857142858,SG,22.0,TOT,6.9,15.3,-0.2,-5.0,71.0,13.0,16.0,1
Wayne Selden,2017.0,47.0,3.0,15.666666666666666,SG,22.0,NOP,10.0,12.0,0.0,-1.2,16.0,1.0,5.0,1
Wayne Selden,2017.0,189.0,11.0,17.181818181818183,SG,22.0,MEM,6.2,16.1,-0.2,-6.0,55.0,12.0,11.0,1
Pascal Siakam,2017.0,859.0,55.0,15.618181818181819,PF,22.0,TOR,11.5,13.1,0.2,-1.1,229.0,17.0,185.0,1
Diamond Stone,2017.0,24.0,7.0,3.4285714285714284,C,19.0,LAC,-1.2,31.3,-0.1,-24.1,10.0,0.0,6.0,0
Edy Tavares,2017.0,28.0,2.0,14.0,C,24.0,TOT,21.3,13.2,0.0,3.9,8.0,1.0,11.0,1
Edy Tavares,2017.0,4.0,1.0,4.0,C,24.0,ATL,13.1,20.5,0.0,-15.1,2.0,0.0,1.0,1
Edy Tavares,2017.0,24.0,1.0,24.0,C,24.0,CLE,22.6,12.0,0.1,7.0,6.0,1.0,10.0,1
Isaiah Taylor,2017.0,52.0,4.0,13.0,PG,22.0,HOU,0.3,6.4,-0.1,-6.6,3.0,3.0,3.0,0
Mike Tobey,2017.0,25.0,2.0,12.5,C,22.0,CHO,-0.1,9.0,0.0,-8.9,2.0,1.0,3.0,0
Tyler Ulis,2017.0,1123.0,61.0,18.40983606557377,PG,21.0,PHO,13.0,20.3,-0.6,-4.0,444.0,226.0,95.0,1
Jarrod Uthoff,2017.0,115.0,9.0,12.777777777777779,PF,23.0,DAL,13.9,18.1,0.0,-1.4,40.0,9.0,22.0,0
Denzel Valentine,2017.0,976.0,57.0,17.12280701754386,SG,23.0,CHI,7.3,15.4,-0.2,-2.8,291.0,63.0,151.0,1
Fred VanVleet,2017.0,294.0,37.0,7.945945945945946,PG,22.0,TOR,10.5,20.6,-0.1,-3.2,107.0,35.0,42.0,0
Taurean Waller-Prince,2017.0,981.0,59.0,16.627118644067796,SF,22.0,ATL,9.8,17.2,-0.1,-2.3,335.0,55.0,157.0,1
Okaro White,2017.0,471.0,35.0,13.457142857142857,PF,24.0,MIA,7.5,10.8,0.0,-2.1,98.0,21.0,82.0,0
Isaiah Whitehead,2017.0,1643.0,73.0,22.506849315068493,PG,21.0,BRK,7.5,18.2,-1.2,-4.9,543.0,192.0,184.0,1
Troy Williams,2017.0,557.0,30.0,18.566666666666666,SF,22.0,TOT,8.9,17.2,-0.1,-2.7,185.0,25.0,69.0,1
Troy Williams,2017.0,418.0,24.0,17.416666666666668,SF,22.0,MEM,7.6,17.5,-0.1,-3.1,127.0,19.0,45.0,1
Troy Williams,2017.0,139.0,6.0,23.166666666666668,SF,22.0,HOU,12.8,16.2,0.0,-1.7,58.0,6.0,24.0,1
Kyle Wiltjer,2017.0,44.0,14.0,3.142857142857143,PF,24.0,HOU,6.7,19.1,0.0,-4.0,13.0,2.0,10.0,0
Stephen Zimmerman,2017.0,108.0,19.0,5.684210526315789,C,20.0,ORL,7.3,14.8,-0.1,-7.3,23.0,4.0,35.0,0
Paul Zipser,2017.0,843.0,44.0,19.15909090909091,SF,22.0,CHI,6.9,14.4,-0.4,-3.7,240.0,36.0,125.0,1
Ivica Zubac,2017.0,609.0,38.0,16.026315789473685,C,19.0,LAL,17.0,20.3,-0.1,-2.5,284.0,30.0,159.0,1
